call_method_id,array_id,median_intensity,ecotype_id,latitude,longitude,nativename,stockparent,firstname,surname,site,region,country
75,1482,510,8687,42.0945,-86.3253,328PNA047,,Justin,Borevitz,PNA,Midwest,USA
75,1494,468,8690,42.0945,-86.3253,328PNA051,,Justin,Borevitz,PNA,Midwest,USA
75,422,1108,8692,42.0945,-86.3253,328PNA054,,Justin,Borevitz,PNA,Midwest,USA
75,1491,461,8695,42.0945,-86.3253,328PNA057,,Justin,Borevitz,PNA,Midwest,USA
75,1486,538,8701,42.0945,-86.3253,328PNA064,,Justin,Borevitz,PNA,Midwest,USA
75,1433,422,7566,42.093,-86.359,627ME-13Y1,,Justin,Borevitz,ME (Benton Harbor),Midwest,USA
75,1451,411,7570,42.093,-86.359,627ME-4MI1,,Justin,Borevitz,ME (Benton Harbor),Midwest,USA
75,1450,414,7578,42.0945,-86.3253,627PNA-1Y1,,Justin,Borevitz,PNA,Midwest,USA
75,1449,252,7580,42.0945,-86.3253,627PNA-2B3,,Justin,Borevitz,PNA,Midwest,USA
75,1448,404,7584,42.0945,-86.3253,627PNA-3M4,,Justin,Borevitz,PNA,Midwest,USA
75,216,196,7000,50.9167,9.57073,Aa-0,CS6600,Albert,Kranz,Aa,Western Europe,GER
75,660,564,9321,62.8622,18.336,Ã…dal 1,,Alison,Anastasio,Ã…dal,N Sweden,SWE
75,659,291,9323,62.8622,18.336,Ã…dal 3,,Alison,Anastasio,Ã…dal,N Sweden,SWE
75,54,651,6897,45,1.3,Ag-0,CS22630,Albert,Kranz,Ag,Western Europe,FRA
75,1058,708,6987,48.0683,7.62551,Ak-1,CS6602,Albert,Kranz,Ak,Western Europe,GER
75,239,292,6988,40.31,-3.22,Alc-0,CS1656,Marta,Roldan,Alc,Southern Europe,ESP
75,704,288,991,55.3833,14.05,Ale-Stenar-41-1,,Jon,Ã…gren,Ales Stenar,S Sweden,SWE
75,1034,321,992,55.3833,14.05,Ale-Stenar-44-4,,Jon,Ã…gren,Ales Stenar,S Sweden,SWE
75,688,232,996,55.3833,14.05,Ale-Stenar-50-11,,Jon,Ã…gren,Ales Stenar,S Sweden,SWE
75,687,346,997,55.3833,14.05,Ale-Stenar-56-14,,Jon,Ã…gren,Ales Stenar,S Sweden,SWE
75,1032,306,998,55.3833,14.05,Ale-Stenar-57-16,,Jon,Ã…gren,Ales Stenar,S Sweden,SWE
75,1620,,999,55.3833,14.05,Ale-Stenar-59-18,,Jon,Ã…gren,Ales Stenar,S Sweden,SWE
75,1035,513,1002,55.3833,14.05,Ale-Stenar-64-24,,Jon,Ã…gren,Ales Stenar,S Sweden,SWE
75,1033,296,1006,55.3833,14.05,Ale-Stenar-77-31,,Jon,Ã…gren,Ales Stenar,S Sweden,SWE
75,562,1148,5829,55.3838,14.0612,Ale1-2,,Magnus,Nordborg,Ale1,S Sweden,SWE
75,717,264,1153,56.7,16.5167,Aledal-1-34,,Jon,Ã…gren,Aledal,S Sweden,SWE
75,716,209,1163,56.7,16.5167,Aledal-11-63,,Jon,Ã…gren,Aledal,S Sweden,SWE
75,1036,644,1166,56.7,16.5167,Aledal-14-73,,Jon,Ã…gren,Aledal,S Sweden,SWE
75,694,379,1169,56.7,16.5167,Aledal-17-82,,Jon,Ã…gren,Aledal,S Sweden,SWE
75,1627,,1158,56.7,16.5167,Aledal-6-49,,Jon,Ã…gren,Aledal,S Sweden,SWE
75,612,865,8230,56.68,16.5,Algutsrum,,Magnus,Nordborg,Algutsrum,S Sweden,SWE
75,363,620,1,45.2667,1.48333,ALL1-2,,Valerie,Le Corre,ALL1,Western Europe,FRA
75,388,687,2,45.2667,1.48333,ALL1-3,,Valerie,Le Corre,ALL1,Western Europe,FRA
75,878,661,4,45.2667,1.48333,ALL1-5,,Valerie,Le Corre,ALL1,Western Europe,FRA
75,882,669,5,45.2667,1.48333,ALL1-6,,Valerie,Le Corre,ALL1,Western Europe,FRA
75,889,252,6,45.2667,1.48333,ALL1-7,,Valerie,Le Corre,ALL1,Western Europe,FRA
75,724,356,7,45.2667,1.48333,ALL1-8,,Valerie,Le Corre,ALL1,Western Europe,FRA
75,877,638,8,45.2667,1.48333,ALL1-9,,Valerie,Le Corre,ALL1,Western Europe,FRA
75,861,471,9,45.2667,1.48333,ALL2-1,,Valerie,Le Corre,ALL2,Western Europe,FRA
75,741,381,12,45.2667,1.48333,ALL2-4,,Valerie,Le Corre,ALL2,Western Europe,FRA
75,217,165,6989,54.8,-2.4333,Alst-1,CS22550,Maarten,Koornneef,Alst,Western Europe,UK
75,470,813,6990,53.448,5.73,Amel-1,CS22526,Maarten,Koornneef,Amel,Western Europe,NED
75,55,767,6898,51.2167,4.4,An-1,CS22626,Albert,Kranz,An,Western Europe,BEL
75,349,504,6996,51.2167,4.4,An-2,CS6604,Albert,Kranz,An,Western Europe,BEL
75,184,505,8254,50.3,5.3,Ang-0,CS949,Albert,Kranz,Ang,Western Europe,BEL
75,471,579,6992,50.3,5.3,Ang-0,CS6605,Albert,Kranz,Ang,Western Europe,BEL
75,1041,406,1312,59.5667,16.8667,Ã„ngsÃ¶-57-419,,Jon,Ã…gren,Ã„ngsÃ¶,C Sweden,SWE
75,1040,445,1313,59.5667,16.8667,Ã„ngsÃ¶-59-422,,Jon,Ã…gren,Ã„ngsÃ¶,C Sweden,SWE
75,1039,610,1317,59.5667,16.8667,Ã„ngsÃ¶-74-430,,Jon,Ã…gren,Ã„ngsÃ¶,C Sweden,SWE
75,711,215,1318,59.5667,16.8667,Ã„ngsÃ¶-80-432,,Jon,Ã…gren,Ã„ngsÃ¶,C Sweden,SWE
75,374,664,6994,45.9,6.13028,Ann-1,CS22520,Maarten,Koornneef,Ann,Western Europe,FRA
75,569,637,5830,56.3333,15.9667,App1-12,,Magnus,Nordborg,App1,S Sweden,SWE
75,568,543,5831,56.3333,15.9667,App1-14,,Magnus,Nordborg,App1,S Sweden,SWE
75,373,858,5832,56.3333,15.9667,App1-16,,Magnus,Nordborg,App1,S Sweden,SWE
75,472,667,6998,59.4308,16.7999,Arby-1,CS22547,Maarten,Koornneef,Arby,C Sweden,SWE
75,952,725,5711,54.8,-3.3,Asp-1,,Eric,Holub,Aspatria,England,UK
75,505,160,9179,44.5656,34.3217,Ayu-Dag-3,CS22817,James,Beck,Ayu-Dag,,UKR
75,335,772,7014,56.5459,-4.79821,Ba-1,CS6607,Albert,Kranz,Black Mount (Ba),Northern Europe,UK
75,240,310,8256,56.4,12.9,BÃ¥1-2,,Magnus,Nordborg,BÃ¥,S Sweden,SWE
75,179,604,8258,56.4,12.9,BÃ¥4-1,,Magnus,Nordborg,BÃ¥,S Sweden,SWE
75,180,554,8259,56.4,12.9,BÃ¥5-1,,Magnus,Nordborg,BÃ¥,S Sweden,SWE
75,375,733,7002,51.3333,6.1,Baa-1,CS22529,Maarten,Koornneef,Baa,Western Europe,NED
75,657,602,9332,62.8698,18.381,Bar 1,,Alison,Anastasio,Barsta,N Sweden,SWE
75,134,256,6899,49,11,Bay-0,CS22633,Albert,Kranz,Bay,Western Europe,GER
75,1059,766,7028,49.5166,9.3166,Bch-1,CS6609,Albert,Kranz,Bch,Western Europe,GER
75,1060,745,7029,49.5166,9.3166,Bch-3,CS6610,Albert,Kranz,Bch,Western Europe,GER
75,1061,589,7030,49.5166,9.3166,Bch-4,CS6611,Albert,Kranz,Bch,Western Europe,GER
75,1062,444,7013,52.4584,13.287,Bd-0,CS6612,Albert,Kranz,Bd,Western Europe,GER
75,301,635,7011,49.6803,8.6161,Be-1,CS6614,Albert,Kranz,Be,Western Europe,GER
75,1324,319,5713,51.3,0.5,Bea-1,,Eric,Holub,Bearsted,England,UK
75,487,766,957,42.1167,12.4833,Belmonte-4-94,,Jon,Ã…gren,Belmonte,,ITA
75,350,608,7008,52,5.675,Benk-1,CS22530,Maarten,Koornneef,Benk,Western Europe,NED
75,214,218,6709,47.6479,-122.305,Bg-2,CS22342,Juliette,Winterer,BG,Pacific Northwest,USA
75,1296,263,5715,51.1,0.6,Bid-1,,Eric,Holub,Biddenden,England,UK
75,567,813,5835,63.324,18.484,Bil-3,,Magnus,Nordborg,Bil,N Sweden,SWE
75,80,650,6900,63.324,18.484,Bil-5,CS22578,Magnus,Nordborg,Bil,N Sweden,SWE
75,81,777,6901,63.324,18.484,Bil-7,CS22579,Magnus,Nordborg,Bil,N Sweden,SWE
75,1259,556,7015,41.6833,2.8,Bla-1,CS6616,Albert,Kranz,Bla,Southern Europe,ESP
75,242,187,8264,41.6833,2.8,Bla-1,CS971,Albert,Kranz,Bla,Southern Europe,ESP
75,1066,591,7017,41.6833,2.8,Bla-11,CS6623,Albert,Kranz,Bla,Southern Europe,ESP
75,1260,527,7024,41.6833,2.8,Bla-6,CS6621,Albert,Kranz,Bla,Southern Europe,ESP
75,1338,243,7034,48,19,Blh-1,CS6645,Albert,Kranz,Blh,Eastern Europe,CZE
75,243,266,8265,48,19,Blh-1,CS1031,Albert,Kranz,Blh,Eastern Europe,CZE
75,336,1161,7035,48,19,Blh-2,CS6657,Albert,Kranz,Blh,Eastern Europe,CZE
75,656,504,9336,62.8794,18.4473,BÃ¶n 1,,Alison,Anastasio,BÃ¶nhamn,N Sweden,SWE
75,52,184,8266,55.86,13.51,Boo2-1,,Magnus,Nordborg,Boo2,S Sweden,SWE
75,597,974,5836,55.86,13.51,Boo2-3,,Magnus,Nordborg,Boo2,S Sweden,SWE
75,376,594,7026,54.4,-3.2667,Boot-1,CS22551,Maarten,Koornneef,Boot,Northern Europe,UK
75,56,549,5837,49.4013,16.2326,Bor-1,CS22590,Jirina,RelichovÃ¡,Bor,Moravia,CZE
75,1750,,5846,49.4013,16.2326,Bor-15,,Jirina,RelichovÃ¡,Bor,Moravia,CZE
75,1654,,5848,49.4013,16.2326,Bor-17,,Jirina,RelichovÃ¡,Bor,Moravia,CZE
75,1656,,5838,49.4013,16.2326,Bor-2,,Jirina,RelichovÃ¡,Bor,Moravia,CZE
75,135,325,6903,49.4013,16.2326,Bor-4,CS22591,Jirina,RelichovÃ¡,Bor,Moravia,CZE
75,1659,,5841,49.4013,16.2326,Bor-9,,Jirina,RelichovÃ¡,Bor,Moravia,CZE
75,1648,,428,49.403,16.232,Borky1,,Marie-Theres,Hauser,Borky,,CZE
75,1649,,429,49.403,16.232,Borky2,,Marie-Theres,Hauser,Borky,,CZE
75,655,344,9339,57.7133,15.0689,BÃ¶t 1,,Alison,Anastasio,BÃ¶tteryd,C Sweden,SWE
75,1045,462,9342,57.7133,15.0689,BÃ¶t 4,,Alison,Anastasio,BÃ¶tteryd,C Sweden,SWE
75,136,387,6904,49.2,16.6166,Br-0,CS22628,Albert,Kranz,Br,Moravia,CZE
75,1319,479,5717,54.6,-3.2,Bra-1,,Eric,Holub,Braithwaite,England,UK
75,244,220,8231,56.3,16,BrÃ¶1-6,,Magnus,Nordborg,BrÃ¶msebro,S Sweden,SWE
75,1622,,1061,55.7167,14.1333,BrÃ¶sarp-11-135,,Jon,Ã…gren,BrÃ¶sarp,S Sweden,SWE
75,701,337,1062,55.7167,14.1333,BrÃ¶sarp-15-138,,Jon,Ã…gren,BrÃ¶sarp,S Sweden,SWE
75,700,202,1063,55.7167,14.1333,BrÃ¶sarp-21-140,,Jon,Ã…gren,BrÃ¶sarp,S Sweden,SWE
75,699,246,1064,55.7167,14.1333,BrÃ¶sarp-25-142,,Jon,Ã…gren,BrÃ¶sarp,S Sweden,SWE
75,689,243,1068,55.7167,14.1333,BrÃ¶sarp-37-149,,Jon,Ã…gren,BrÃ¶sarp,S Sweden,SWE
75,1630,,1070,55.7167,14.1333,BrÃ¶sarp-45-153,,Jon,Ã…gren,BrÃ¶sarp,S Sweden,SWE
75,721,243,1072,55.7167,14.1333,BrÃ¶sarp-51-157,,Jon,Ã…gren,BrÃ¶sarp,S Sweden,SWE
75,720,206,1073,55.7167,14.1333,BrÃ¶sarp-53-159,,Jon,Ã…gren,BrÃ¶sarp,S Sweden,SWE
75,695,221,1075,55.7167,14.1333,BrÃ¶sarp-63-163,,Jon,Ã…gren,BrÃ¶sarp,S Sweden,SWE
75,185,512,8270,47.5,7.5,Bs-1,CS997,Albert,Kranz,Bs,Western Europe,SUI
75,445,656,7004,47.5,7.5,Bs-2,CS6628,Albert,Kranz,Bs,Western Europe,SUI
75,218,254,7031,50.0167,8.6667,Bsch-0,CS6630,Albert,Kranz,Bsch,Western Europe,GER
75,1067,654,7032,50.0167,8.6667,Bsch-2,CS6631,Albert,Kranz,Bsch,Western Europe,GER
75,245,216,8271,50.5,9.5,Bu-0,CS1007,Albert,Kranz,Bu,Western Europe,GER
75,346,757,7033,41.3599,-122.755,Buckhorn Pass,CS8067,Angus,Murphy,Buckhorn Pass,Northern California,USA
75,137,218,6905,54.1,-6.2,Bur-0,CS22656,Albert,Kranz,Bur,Northern Europe,IRL
75,1291,289,5719,54.1,-6.2,Bur-0,,D.,Ratcliffe,Bur,Northern Europe,IRL
75,138,216,6906,40.2077,-8.42639,C24,CS22620,Brigitte,Damm,Co,Southern Europe,POR
75,220,318,7062,50.2981,8.26607,Ca-0,CS6658,Albert,Kranz,Ca,Western Europe,GER
75,1297,318,5720,53.3,-1.6,Cal-2,,D.,Ratcliffe,Cal,Northern Europe,UK
75,1762,,9151,38.8158,-4.125,Cala-7,CS22789,James,Beck,Villamayor de Calatrava,,ESP
75,502,161,9152,38.8158,-4.125,Cala-8,CS22790,James,Beck,Villamayor de Calatrava,,ESP
75,1075,866,23,48.2667,-4.58333,CAM-16,,Valerie,Le Corre,CAM,Western Europe,FRA
75,851,809,32,48.2667,-4.58333,CAM-25,,Valerie,Le Corre,CAM,Western Europe,FRA
75,753,459,45,48.2667,-4.58333,CAM-42,,Valerie,Le Corre,CAM,Western Europe,FRA
75,752,380,48,48.2667,-4.58333,CAM-45,,Valerie,Le Corre,CAM,Western Europe,FRA
75,881,565,51,48.2667,-4.58333,CAM-48,,Valerie,Le Corre,CAM,Western Europe,FRA
75,825,645,60,48.2667,-4.58333,CAM-56,,Valerie,Le Corre,CAM,Western Europe,FRA
75,760,666,62,48.2667,-4.58333,CAM-58,,Valerie,Le Corre,CAM,Western Europe,FRA
75,208,667,66,48.2667,-4.58333,CAM-61,,Valerie,Le Corre,CAM,Western Europe,FRA
75,865,432,69,48.2667,-4.58333,CAM-64,,Valerie,Le Corre,CAM,Western Europe,FRA
75,876,593,74,48.2667,-4.58333,CAM-7,,Valerie,Le Corre,CAM,Western Europe,FRA
75,246,331,8274,29.2144,-13.4811,Can-0,CS1065,Albert,Kranz,Can,Southern Europe,ESP
75,1765,,9201,41.2417,-3.3828,Cant-8,CS28861,James,Beck,Cantalojas,,ESP
75,247,283,8275,49,0.5,Cen-0,CS1067,Albert,Kranz,Cen,Western Europe,FRA
75,473,696,7069,46.0333,7.1167,Cha-0,CS6662,Albert,Kranz,Champex (Cha),Western Europe,SUI
75,397,908,7071,48.0717,1.33867,Chat-1,CS22521,Maarten,Koornneef,Chat,Western Europe,FRA
75,1069,595,7073,53.7502,34.7361,Chi-1,CS6665,Albert,Kranz,Chi,Eastern Europe,RUS
75,1317,510,5723,51.3,1,Chr-1,,Eric,Holub,Chartham,England,UK
75,60,691,6907,51.4083,-0.6383,CIBC-17,CS22603,Mick,Crawley,CIBC,Northern Europe,UK
75,423,845,6727,51.4083,-0.6383,CIBC-2,CS22221,Mick,Crawley,CIBC,Northern Europe,UK
75,351,722,6729,51.4083,-0.6383,CIBC-4,CS22223,Mick,Crawley,CIBC,Northern Europe,UK
75,377,822,6730,51.4083,-0.6383,CIBC-5,CS22224,Mick,Crawley,CIBC,Northern Europe,UK
75,82,861,6908,51.4083,-0.6383,CIBC-5,CS22602,Mick,Crawley,CIBC,Northern Europe,UK
75,378,1240,7075,43.3779,2.54038,Cit-0,CS1080,Albert,Kranz,Cit,Western Europe,FRA
75,835,564,77,48.8,2.26667,CLA-7,,Valerie,Le Corre,CLA,Western Europe,FRA
75,398,901,7064,51.3,1.1,Cnt-1,CS6921,Eric,Holub,Canterbury (Sullivan garden),England,UK
75,342,859,7081,40.2077,-8.42639,Co,CS3180,George,Redei,Co,Southern Europe,POR
75,399,738,7078,40.12,-8.25,Co-2,CS6670,Albert,Kranz,Co,Southern Europe,POR
75,1261,729,7079,40.12,-8.25,Co-3,CS6671,Albert,Kranz,Co,Southern Europe,POR
75,166,551,7080,40.12,-8.25,Co-4,CS6672,Albert,Kranz,Co,Southern Europe,POR
75,297,498,5729,54.7,-3.4,Coc-1,,Eric,Holub,Cockermouth,England,UK
75,139,610,6909,38.3,-92.3,Col-0,CS22625,Albert,Kranz,Col,Midwest,USA
75,352,559,7092,49.416,2.823,Com-1,CS22522,Maarten,Koornneef,Com,Western Europe,FRA
75,1361,197,946,42.4682,-71.4158,CON-6,,Kathleen,Donohue,CON,New England,USA
75,972,423,5731,54.9,-2.9,Crl-1,,Eric,Holub,Carlisle,England,UK
75,167,152,6744,40.8585,-73.4675,CSHL-5,CS22423,Catherine,Weiss,CSHL,Long Island,USA
75,62,545,6910,37.3,15,Ct-1,CS22639,Albert,Kranz,Ct,Southern Europe,ITA
75,1298,321,5733,54.7,-2.6,Cul-1,,Eric,Holub,Culgaith,England,UK
75,736,398,79,45,1.75,CUR-10,,Valerie,Le Corre,CUR,Western Europe,FRA
75,860,377,80,45,1.75,CUR-2,,Valerie,Le Corre,CUR,Western Europe,FRA
75,482,419,81,45,1.75,CUR-3,,Valerie,Le Corre,CUR,Western Europe,FRA
75,788,696,82,45,1.75,CUR-4,,Valerie,Le Corre,CUR,Western Europe,FRA
75,755,590,83,45,1.75,CUR-5,,Valerie,Le Corre,CUR,Western Europe,FRA
75,803,667,84,45,1.75,CUR-6,,Valerie,Le Corre,CUR,Western Europe,FRA
75,781,648,85,45,1.75,CUR-7,,Valerie,Le Corre,CUR,Western Europe,FRA
75,873,682,86,45,1.75,CUR-8,,Valerie,Le Corre,CUR,Western Europe,FRA
75,759,399,87,45,1.75,CUR-9,,Valerie,Le Corre,CUR,Western Europe,FRA
75,143,390,6911,15.1111,-23.6167,Cvi-0,CS22614,Albert,Kranz,Cvi,Macaronesia,CPV
75,827,525,88,47.4,0.683333,CYR,,Valerie,Le Corre,CYR,Western Europe,FRA
75,221,666,7460,,,Da(1)-12,CS917,Igor,Vizir,Unknown - Czech Republic,Eastern Europe,CZE
75,400,1062,7094,49.8724,8.65081,Da-0,CS6676,Albert,Kranz,Da,Western Europe,GER
75,863,629,89,48.7,1.98333,DAM1,,Valerie,Le Corre,DAM1,Western Europe,FRA
75,446,830,7100,50.3055,8.324,Db-0,CS6677,Albert,Kranz,Db,Western Europe,GER
75,186,605,8233,41.1876,-87.1923,Dem-4,,Joy,Bergelson,Dem,Midwest,USA
75,168,217,7098,47,5,Di-1,CS6681,Albert,Kranz,Di,Western Europe,FRA
75,654,655,9343,57.3089,18.1512,Dja 1,,Alison,Anastasio,Djauvik,S Sweden,SWE
75,653,548,9344,57.3089,18.1512,Dja 2,,Alison,Anastasio,Djauvik,S Sweden,SWE
75,681,346,9349,58.2896,15.1265,Djk 3,,Alison,Anastasio,Djurklinik,C Sweden,SWE
75,447,633,7102,50.7224,8.2372,Do-0,CS6683,Albert,Kranz,Do,Western Europe,GER
75,652,470,9351,57.2608,16.3675,DÃ¶d 1,,Alison,Anastasio,DÃ¶derhult,C Sweden,SWE
75,651,517,9352,57.2608,16.3675,DÃ¶d 2,,Alison,Anastasio,DÃ¶derhult,C Sweden,SWE
75,650,353,9353,57.2608,16.3675,DÃ¶d 3,,Alison,Anastasio,DÃ¶derhult,C Sweden,SWE
75,613,598,5856,63.0167,17.4914,DÃ¶r-10,,Magnus,Nordborg,DÃ¶r,N Sweden,SWE
75,1647,,404,49.4211,16.3497,Doubravnik1,,Marie-Theres,Hauser,Dou,,CZE
75,1652,,413,49.4211,16.3497,Doubravnik10,,Marie-Theres,Hauser,Dou,,CZE
75,1634,,417,49.4211,16.3497,Doubravnik14,,Marie-Theres,Hauser,Dou,,CZE
75,1641,,421,49.4211,16.3497,Doubravnik18,,Marie-Theres,Hauser,Dou,,CZE
75,1642,,407,49.4211,16.3497,Doubravnik4,,Marie-Theres,Hauser,Dou,,CZE
75,1651,,409,49.4211,16.3497,Doubravnik6,,Marie-Theres,Hauser,Dou,,CZE
75,1047,694,7106,51.051,13.7336,Dr-0,CS6684,Albert,Kranz,Dr,Western Europe,GER
75,1048,597,7104,49.4167,16.2667,Dra-1,CS6686,Albert,Kranz,Dra,Eastern Europe,CZE
75,424,557,7105,49.4167,16.2667,Dra-2,CS6687,Albert,Kranz,Dra,Eastern Europe,CZE
75,596,846,5860,62.6814,18.0165,Dra-3,,Magnus,Nordborg,Dravla,N Sweden,SWE
75,595,939,5865,55.76,14.12,Dra1-4,,Magnus,Nordborg,Dra1,S Sweden,SWE
75,594,827,5867,55.76,14.12,Dra2-1,,Magnus,Nordborg,Dra2,S Sweden,SWE
75,250,266,8283,55.76,14.12,Dra3-1,,Magnus,Nordborg,Dra3,S Sweden,SWE
75,593,648,5870,55.76,14.12,Dra3-9,,Magnus,Nordborg,Dra3,S Sweden,SWE
75,1643,,424,49.4112,16.2815,Draha2,,Marie-Theres,Hauser,Dra-1,,CZE
75,251,364,8284,49.4112,16.2815,DraII-1,,Jirina,RelichovÃ¡,DraII,Moravia,CZE
75,1745,,5878,49.4112,16.2815,DraII-17,,Jirina,RelichovÃ¡,DraII,Moravia,CZE
75,1751,,5871,49.4112,16.2815,DraII-2,,Jirina,RelichovÃ¡,DraII,Moravia,CZE
75,1753,,5872,49.4112,16.2815,DraII-3,,Jirina,RelichovÃ¡,DraII,Moravia,CZE
75,1741,,5873,49.4112,16.2815,DraII-4,,Jirina,RelichovÃ¡,DraII,Moravia,CZE
75,1743,,5874,49.4112,16.2815,DraII-6,,Jirina,RelichovÃ¡,DraII,Moravia,CZE
75,1699,,5875,49.4112,16.2815,DraII-7,,Jirina,RelichovÃ¡,DraII,Moravia,CZE
75,187,665,8285,49.4112,16.2815,DraIII-1,,Jirina,RelichovÃ¡,DraIII,Moravia,CZE
75,1653,,5883,49.4112,16.2815,DraIII-17,,Jirina,RelichovÃ¡,DraIII,Moravia,CZE
75,1674,,5884,49.4112,16.2815,DraIV 1-1,,Jirina,RelichovÃ¡,DraIV 1,Moravia,CZE
75,1701,,5893,49.4112,16.2815,DraIV 1-11,,Jirina,RelichovÃ¡,DraIV 1,Moravia,CZE
75,1660,,5894,49.4112,16.2815,DraIV 1-12,,Jirina,RelichovÃ¡,DraIV 1,Moravia,CZE
75,1666,,5895,49.4112,16.2815,DraIV 1-13,,Jirina,RelichovÃ¡,DraIV 1,Moravia,CZE
75,430,544,5896,49.4112,16.2815,DraIV 1-14,,Jirina,RelichovÃ¡,DraIV 1,Moravia,CZE
75,1684,,5898,49.4112,16.2815,DraIV 1-16,,Jirina,RelichovÃ¡,DraIV 1,Moravia,CZE
75,311,392,5887,49.4112,16.2815,DraIV 1-5,,Jirina,RelichovÃ¡,DraIV 1,Moravia,CZE
75,1682,,5888,49.4112,16.2815,DraIV 1-6,,Jirina,RelichovÃ¡,DraIV 1,Moravia,CZE
75,1691,,5891,49.4112,16.2815,DraIV 1-9,,Jirina,RelichovÃ¡,DraIV 1,Moravia,CZE
75,1739,,5899,49.4112,16.2815,DraIV 2-1,,Jirina,RelichovÃ¡,DraIV 2,Moravia,CZE
75,1685,,5908,49.4112,16.2815,DraIV 2-10,,Jirina,RelichovÃ¡,DraIV 2,Moravia,CZE
75,1736,,5910,49.4112,16.2815,DraIV 2-12,,Jirina,RelichovÃ¡,DraIV 2,Moravia,CZE
75,1698,,5911,49.4112,16.2815,DraIV 2-13,,Jirina,RelichovÃ¡,DraIV 2,Moravia,CZE
75,1662,,5913,49.4112,16.2815,DraIV 2-16,,Jirina,RelichovÃ¡,DraIV 2,Moravia,CZE
75,1668,,5914,49.4112,16.2815,DraIV 2-17,,Jirina,RelichovÃ¡,DraIV 2,Moravia,CZE
75,1692,,5900,49.4112,16.2815,DraIV 2-2,,Jirina,RelichovÃ¡,DraIV 2,Moravia,CZE
